fold_id,factor,horizon,train_mean_rank_ic,train_hac_t,train_hac_p,train_global_fdr_p,selected,selected_horizon,train_direction,validation_raw_rank_ic,validation_aligned_rank_ic
1,KMID,1D,-0.0214,-5.6331,0.0,0.0,True,1D,-1,-0.0019,0.0019
1,KMID,3D,-0.0134,-3.1818,0.001585,0.006604,False,1D,-1,-0.0085,0.0085
1,KMID,5D,-0.0137,-3.432,0.000666,0.003027,False,1D,-1,-0.0017,0.0017
1,KMID,10D,-0.0102,-2.5415,0.011439,0.035747,False,1D,-1,-0.007,0.007
1,KMID,20D,-0.003,-0.7077,0.479591,0.57416,False,1D,-1,0.0,-0.0
1,KLEN,1D,-0.005,-1.3234,0.186498,0.311978,False,3D,-1,-0.0165,0.0165
1,KLEN,3D,-0.0091,-1.7059,0.088848,0.177696,False,3D,-1,-0.022,0.022
1,KLEN,5D,-0.0045,-0.7033,0.482294,0.57416,False,3D,-1,-0.0202,0.0202
1,KLEN,10D,-0.0037,-0.467,0.640751,0.696468,False,3D,-1,-0.0212,0.0212
1,KLEN,20D,-0.0105,-1.0183,0.30918,0.417811,False,3D,-1,-0.0356,0.0356
1,KMID2,1D,-0.0148,-4.1984,3.4e-05,0.00034,False,1D,-1,0.0004,-0.0004
1,KMID2,3D,-0.0078,-2.0147,0.044641,0.101457,False,1D,-1,-0.0091,0.0091
1,KMID2,5D,-0.0087,-2.1863,0.029404,0.077379,False,1D,-1,0.0005,-0.0005
1,KMID2,10D,-0.0056,-1.4888,0.137368,0.254385,False,1D,-1,-0.0051,0.0051
1,KMID2,20D,0.0009,0.2351,0.814297,0.830915,False,1D,-1,0.0002,-0.0002
1,KUP,1D,-0.0042,-1.3213,0.187187,0.311978,False,20D,-1,-0.004,0.004
1,KUP,3D,-0.0057,-1.5071,0.132633,0.254385,False,20D,-1,-0.0104,0.0104
1,KUP,5D,-0.003,-0.7108,0.477667,0.57416,False,20D,-1,-0.0098,0.0098
1,KUP,10D,-0.0054,-1.1294,0.259441,0.381531,False,20D,-1,-0.0111,0.0111
1,KUP,20D,-0.0096,-1.4047,0.160933,0.28738,False,20D,-1,-0.0177,0.0177
1,KLOW,1D,-0.0119,-3.7745,0.000186,0.001033,False,20D,-1,-0.0162,0.0162
1,KLOW,3D,-0.0102,-2.5722,0.010488,0.03496,False,20D,-1,-0.016,0.016
1,KLOW,5D,-0.0109,-2.4288,0.015617,0.043381,False,20D,-1,-0.0113,0.0113
1,KLOW,10D,-0.0117,-2.0507,0.040983,0.097579,False,20D,-1,-0.0074,0.0074
1,KLOW,20D,-0.0166,-2.4824,0.013485,0.039662,False,20D,-1,-0.0106,0.0106
1,KSFT,1D,-0.0224,-6.0148,0.0,0.0,True,1D,-1,-0.0058,0.0058
1,KSFT,3D,-0.0154,-3.818,0.000157,0.001033,False,1D,-1,-0.0061,0.0061
1,KSFT,5D,-0.0156,-4.1922,3.4e-05,0.00034,False,1D,-1,-0.0004,0.0004
1,KSFT,10D,-0.0115,-3.1241,0.001921,0.007388,False,1D,-1,-0.0041,0.0041
1,KSFT,20D,-0.0046,-1.2347,0.21772,0.340187,False,1D,-1,0.0036,-0.0036
1,ROC5,1D,-0.0164,-3.9208,0.000105,0.000875,False,1D,-1,-0.0021,0.0021
1,ROC5,3D,-0.0116,-2.0774,0.038449,0.096122,False,1D,-1,0.0036,-0.0036
1,ROC5,5D,-0.0076,-1.1555,0.248621,0.376698,False,1D,-1,0.0023,-0.0023
1,ROC5,10D,-0.0082,-0.978,0.328723,0.43253,False,1D,-1,-0.0018,0.0018
1,ROC5,20D,-0.0065,-0.7423,0.458371,0.57416,False,1D,-1,0.0081,-0.0081
1,MAX_RATIO_5,1D,0.0159,3.6817,0.000266,0.00133,False,1D,1,-0.0041,-0.0041
1,MAX_RATIO_5,3D,0.0062,1.0223,0.307317,0.417811,False,1D,1,-0.0074,-0.0074
1,MAX_RATIO_5,5D,0.0045,0.68,0.496949,0.577848,False,1D,1,-0.0135,-0.0135
1,MAX_RATIO_5,10D,0.0021,0.2717,0.786004,0.818754,False,1D,1,-0.0046,-0.0046
1,MAX_RATIO_5,20D,-0.0051,-0.5824,0.56068,0.637136,False,1D,1,-0.0188,-0.0188
1,MIN_RATIO_5,1D,0.0146,3.7865,0.000178,0.001033,False,1D,1,0.0149,0.0149
1,MIN_RATIO_5,3D,0.0092,1.949,0.052049,0.11315,False,1D,1,0.0113,0.0113
1,MIN_RATIO_5,5D,0.0055,1.0438,0.297232,0.417811,False,1D,1,0.0095,0.0095
1,MIN_RATIO_5,10D,0.003,0.4969,0.61958,0.688422,False,1D,1,0.0159,0.0159
1,MIN_RATIO_5,20D,0.0004,0.0646,0.948515,0.948515,False,1D,1,0.0092,0.0092
1,MA_RATIO_5,1D,0.0195,4.6835,4e-06,6.7e-05,False,1D,1,0.0087,0.0087
1,MA_RATIO_5,3D,0.0143,2.6343,0.008783,0.031368,False,1D,1,0.0024,0.0024
1,MA_RATIO_5,5D,0.0109,1.8853,0.060164,0.125342,False,1D,1,-0.0019,-0.0019
1,MA_RATIO_5,10D,0.0089,1.2573,0.209445,0.337815,False,1D,1,0.004,0.004
1,MA_RATIO_5,20D,0.0025,0.3291,0.742276,0.789655,False,1D,1,-0.0083,-0.0083
2,KMID,1D,-0.0144,-3.9579,9e-05,0.00096,False,1D,-1,-0.0106,0.0106
2,KMID,3D,-0.0118,-2.8518,0.004587,0.026761,False,1D,-1,0.0001,-0.0001
2,KMID,5D,-0.0104,-2.5141,0.012351,0.037268,False,1D,-1,0.0005,-0.0005
2,KMID,10D,-0.0088,-2.2612,0.024319,0.063997,False,1D,-1,0.0029,-0.0029
2,KMID,20D,-0.0062,-1.3854,0.166752,0.238217,False,1D,-1,0.0093,-0.0093
2,KLEN,1D,-0.011,-2.7159,0.006914,0.028808,False,3D,-1,-0.0001,0.0001
2,KLEN,3D,-0.0176,-3.3057,0.001038,0.00865,False,3D,-1,0.0012,-0.0012
2,KLEN,5D,-0.0122,-1.9438,0.052667,0.105334,False,3D,-1,-0.0009,0.0009
2,KLEN,10D,-0.0086,-0.9982,0.318804,0.360732,False,3D,-1,0.0087,-0.0087
2,KLEN,20D,-0.0138,-1.1378,0.255908,0.312083,False,3D,-1,0.0194,-0.0194
2,KMID2,1D,-0.0098,-2.8358,0.004817,0.026761,False,3D,-1,-0.0062,0.0062
2,KMID2,3D,-0.0103,-2.7371,0.006491,0.028808,False,3D,-1,0.0028,-0.0028
2,KMID2,5D,-0.0076,-1.8673,0.062639,0.113355,False,3D,-1,0.002,-0.002
2,KMID2,10D,-0.0071,-1.8613,0.063479,0.113355,False,3D,-1,0.0013,-0.0013
2,KMID2,20D,-0.0036,-0.8406,0.401089,0.435966,False,3D,-1,0.0081,-0.0081
2,KUP,1D,-0.007,-2.2313,0.026246,0.065581,False,3D,-1,-0.003,0.003
2,KUP,3D,-0.0097,-2.5844,0.010131,0.03377,False,3D,-1,0.0006,-0.0006
2,KUP,5D,-0.0071,-1.5742,0.116287,0.181698,False,3D,-1,0.0043,-0.0043
2,KUP,10D,-0.0073,-1.3305,0.184172,0.248881,False,3D,-1,0.0126,-0.0126
2,KUP,20D,-0.0118,-1.4924,0.136427,0.206708,False,3D,-1,0.0132,-0.0132
2,KLOW,1D,-0.0127,-4.0309,6.7e-05,0.00096,False,20D,-1,0.0041,-0.0041
2,KLOW,3D,-0.0096,-2.5049,0.012671,0.037268,False,20D,-1,0.0074,-0.0074
2,KLOW,5D,-0.0107,-2.4169,0.016129,0.044803,False,20D,-1,0.0109,-0.0109
2,KLOW,10D,-0.0089,-1.5882,0.11308,0.181698,False,20D,-1,0.0127,-0.0127
2,KLOW,20D,-0.0139,-2.0637,0.039726,0.090286,False,20D,-1,0.0097,-0.0097
2,KSFT,1D,-0.0149,-3.9512,9.3e-05,0.00096,False,1D,-1,-0.0077,0.0077
2,KSFT,3D,-0.0109,-2.671,0.007889,0.029525,False,1D,-1,0.0036,-0.0036
2,KSFT,5D,-0.0109,-2.7196,0.006838,0.028808,False,1D,-1,0.0053,-0.0053
2,KSFT,10D,-0.0087,-2.2123,0.027544,0.065581,False,1D,-1,0.0014,-0.0014
2,KSFT,20D,-0.0057,-1.3343,0.182909,0.248881,False,1D,-1,0.0055,-0.0055
2,ROC5,1D,-0.0134,-3.2081,0.00145,0.010357,False,1D,-1,-0.0061,0.0061
2,ROC5,3D,-0.0105,-1.8738,0.061737,0.113355,False,1D,-1,-0.005,0.005
2,ROC5,5D,-0.007,-1.0667,0.286801,0.34143,False,1D,-1,-0.0045,0.0045
2,ROC5,10D,-0.0084,-0.9862,0.324659,0.360732,False,1D,-1,0.0144,-0.0144
2,ROC5,20D,-0.0109,-1.2999,0.194416,0.255811,False,1D,-1,0.0171,-0.0171
2,MAX_RATIO_5,1D,0.0082,1.9618,0.050518,0.105246,False,1D,1,-0.0037,-0.0037
2,MAX_RATIO_5,3D,0.0016,0.2871,0.774212,0.82363,False,1D,1,-0.0046,-0.0046
2,MAX_RATIO_5,5D,-0.0014,-0.2232,0.823491,0.857803,False,1D,1,-0.0105,-0.0105
2,MAX_RATIO_5,10D,0.0007,0.1001,0.920281,0.920281,False,1D,1,-0.0185,-0.0185
2,MAX_RATIO_5,20D,-0.0019,-0.1974,0.84365,0.860867,False,1D,1,-0.0159,-0.0159
2,MIN_RATIO_5,1D,0.0169,4.1712,3.8e-05,0.00096,False,1D,1,0.0077,0.0077
2,MIN_RATIO_5,3D,0.0127,2.655,0.008267,0.029525,False,1D,1,0.0085,0.0085
2,MIN_RATIO_5,5D,0.0092,1.7292,0.084583,0.145833,False,1D,1,0.0056,0.0056
2,MIN_RATIO_5,10D,0.0078,1.1509,0.250517,0.312083,False,1D,1,-0.0094,-0.0094
2,MIN_RATIO_5,20D,0.0096,1.686,0.092619,0.154365,False,1D,1,-0.0188,-0.0188
2,MA_RATIO_5,1D,0.0163,3.9431,9.6e-05,0.00096,False,1D,1,0.0056,0.0056
2,MA_RATIO_5,3D,0.0109,2.0046,0.045717,0.099385,False,1D,1,0.0047,0.0047
2,MA_RATIO_5,5D,0.0084,1.4412,0.150365,0.221125,False,1D,1,-0.0005,-0.0005
2,MA_RATIO_5,10D,0.0079,1.138,0.255829,0.312083,False,1D,1,-0.0114,-0.0114
2,MA_RATIO_5,20D,0.0075,0.9978,0.319007,0.360732,False,1D,1,-0.0183,-0.0183
3,KMID,1D,-0.0089,-2.3542,0.019073,0.238412,False,20D,1,-0.0097,-0.0097
