fold_id,factor,horizon,train_mean_rank_ic,train_hac_t,train_hac_p,train_global_fdr_p,selected,selected_horizon,train_direction,validation_raw_rank_ic,validation_aligned_rank_ic
1,ROC250,1D,0.0022,0.2627,0.793193,0.844911,False,20D,-1,0.0021,-0.0021
1,ROC250,3D,-0.0058,-0.4255,0.671225,0.799077,False,20D,-1,-0.0052,0.0052
1,ROC250,5D,-0.0117,-0.6199,0.536446,0.724927,False,20D,-1,-0.0087,0.0087
1,ROC250,10D,-0.0214,-0.7565,0.450741,0.662854,False,20D,-1,-0.0076,0.0076
1,ROC250,20D,-0.0286,-0.6464,0.51918,0.721083,False,20D,-1,-0.012,0.012
1,MAX_RATIO_250,1D,-0.0106,-1.0484,0.296421,0.494035,False,20D,1,-0.0172,-0.0172
1,MAX_RATIO_250,3D,-0.0108,-0.6659,0.506699,0.721083,False,20D,1,-0.0181,-0.0181
1,MAX_RATIO_250,5D,-0.007,-0.3085,0.758239,0.844911,False,20D,1,-0.0204,-0.0204
1,MAX_RATIO_250,10D,0.0029,0.0825,0.934406,0.934406,False,20D,1,-0.0305,-0.0305
1,MAX_RATIO_250,20D,0.0159,0.2925,0.770382,0.844911,False,20D,1,-0.041,-0.041
1,MIN_RATIO_250,1D,0.012,1.5804,0.116476,0.363987,False,20D,1,0.0059,0.0059
1,MIN_RATIO_250,3D,0.0202,1.718,0.088206,0.29402,False,20D,1,0.0141,0.0141
1,MIN_RATIO_250,5D,0.0249,1.5235,0.130112,0.382682,False,20D,1,0.0193,0.0193
1,MIN_RATIO_250,10D,0.0342,1.2837,0.201552,0.436276,False,20D,1,0.0179,0.0179
1,MIN_RATIO_250,20D,0.0438,0.9951,0.321571,0.518663,False,20D,1,0.0269,0.0269
1,MA_RATIO_250,1D,-0.0018,-0.18,0.857458,0.879268,False,20D,1,-0.0071,-0.0071
1,MA_RATIO_250,3D,0.0027,0.1746,0.861683,0.879268,False,20D,1,-0.0019,-0.0019
1,MA_RATIO_250,5D,0.0058,0.2614,0.794216,0.844911,False,20D,1,0.0007,0.0007
1,MA_RATIO_250,10D,0.0163,0.462,0.644898,0.799077,False,20D,1,-0.0043,-0.0043
1,MA_RATIO_250,20D,0.025,0.4383,0.661902,0.799077,False,20D,1,-0.0012,-0.0012
1,STD5,1D,-0.007,-1.8317,0.067794,0.261477,False,20D,-1,-0.013,0.013
1,STD5,3D,-0.0065,-1.1594,0.247032,0.457467,False,20D,-1,-0.0169,0.0169
1,STD5,5D,-0.0036,-0.5331,0.594269,0.781933,False,20D,-1,-0.0241,0.0241
1,STD5,10D,-0.0036,-0.4602,0.645652,0.799077,False,20D,-1,-0.0161,0.0161
1,STD5,20D,-0.0033,-0.326,0.744626,0.844911,False,20D,-1,-0.0422,0.0422
1,STD10,1D,-0.0108,-2.503,0.012748,0.092793,False,1D,-1,-0.0172,0.0172
1,STD10,3D,-0.0123,-1.938,0.053385,0.242659,False,1D,-1,-0.0221,0.0221
1,STD10,5D,-0.0088,-1.1892,0.235121,0.452156,False,1D,-1,-0.0225,0.0225
1,STD10,10D,-0.0086,-0.95,0.342748,0.535544,False,1D,-1,-0.0238,0.0238
1,STD10,20D,-0.0108,-0.8235,0.410762,0.622367,False,1D,-1,-0.0513,0.0513
1,STD20,1D,-0.0121,-2.4966,0.012991,0.092793,False,1D,-1,-0.0199,0.0199
1,STD20,3D,-0.0135,-2.0101,0.045172,0.22586,False,1D,-1,-0.0323,0.0323
1,STD20,5D,-0.0109,-1.3803,0.168363,0.423541,False,1D,-1,-0.0368,0.0368
1,STD20,10D,-0.013,-1.2337,0.218138,0.436276,False,1D,-1,-0.0398,0.0398
1,STD20,20D,-0.019,-1.1039,0.270376,0.479166,False,1D,-1,-0.0577,0.0577
1,STD30,1D,-0.0153,-3.0511,0.002456,0.040933,False,3D,-1,-0.0229,0.0229
1,STD30,3D,-0.0182,-2.5224,0.012102,0.092793,False,3D,-1,-0.0323,0.0323
1,STD30,5D,-0.0156,-1.7631,0.078765,0.281304,False,3D,-1,-0.0373,0.0373
1,STD30,10D,-0.0169,-1.3241,0.186358,0.423541,False,3D,-1,-0.0383,0.0383
