fold_id,factor,horizon,train_mean_rank_ic,train_hac_t,train_hac_p,train_global_fdr_p,selected,selected_horizon,train_direction,validation_raw_rank_ic,validation_aligned_rank_ic
1,VMA_RATIO_5,1D,-0.0075,-2.4817,0.013514,0.13514,False,1D,-1,0.0018,-0.0018
1,VMA_RATIO_5,3D,-0.0032,-0.9004,0.368477,0.558298,False,1D,-1,-0.0027,0.0027
1,VMA_RATIO_5,5D,-0.0043,-1.1876,0.235732,0.506637,False,1D,-1,0.0026,-0.0026
1,VMA_RATIO_5,10D,-0.0048,-1.5045,0.133292,0.33361,False,1D,-1,0.0057,-0.0057
1,VMA_RATIO_5,20D,-0.0047,-1.5252,0.128057,0.33361,False,1D,-1,-0.0015,0.0015
1,VSTD_5,1D,-0.0028,-0.9857,0.32491,0.545823,False,20D,1,-0.0027,-0.0027
1,VSTD_5,3D,0.0022,0.6438,0.52007,0.671971,False,20D,1,-0.0008,-0.0008
1,VSTD_5,5D,0.003,0.8,0.424192,0.623812,False,20D,1,-0.001,-0.001
1,VSTD_5,10D,0.0042,1.0464,0.296034,0.529484,False,20D,1,0.0087,0.0087
1,VSTD_5,20D,0.0048,0.92,0.35818,0.558298,False,20D,1,0.0127,0.0127
1,VMA_RATIO_10,1D,-0.0046,-1.504,0.133444,0.33361,False,10D,-1,0.0022,-0.0022
1,VMA_RATIO_10,3D,-0.004,-1.12,0.263451,0.506637,False,10D,-1,-0.0038,0.0038
1,VMA_RATIO_10,5D,-0.0068,-1.7591,0.079392,0.283543,False,10D,-1,0.0029,-0.0029
1,VMA_RATIO_10,10D,-0.0089,-2.1417,0.032875,0.161623,False,10D,-1,-0.0017,0.0017
1,VMA_RATIO_10,20D,-0.0068,-1.5393,0.124589,0.33361,False,10D,-1,-0.0035,0.0035
1,VSTD_10,1D,-0.0038,-1.3493,0.178075,0.423988,False,20D,1,-0.0023,-0.0023
1,VSTD_10,3D,-0.0011,-0.2887,0.772937,0.840149,False,20D,1,-0.0027,-0.0027
1,VSTD_10,5D,0.0033,0.7273,0.467509,0.647985,False,20D,1,0.0033,0.0033
1,VSTD_10,10D,0.0043,0.7408,0.459294,0.647985,False,20D,1,0.0153,0.0153
