fold_id,factor,horizon,train_mean_rank_ic,train_hac_t,train_hac_p,train_global_fdr_p,selected,selected_horizon,train_direction,validation_raw_rank_ic,validation_aligned_rank_ic
1,IS_LIMIT_DOWN_LAG1,1D,-0.0002,-0.6476,0.517657,0.751438,False,20D,-1,0.0002,-0.0002
1,IS_LIMIT_DOWN_LAG1,3D,-0.0004,-1.0342,0.301691,0.543044,False,20D,-1,0.0005,-0.0005
1,IS_LIMIT_DOWN_LAG1,5D,-0.0003,-0.4216,0.673563,0.918495,False,20D,-1,0.0003,-0.0003
1,IS_LIMIT_DOWN_LAG1,10D,-0.0004,-1.269,0.205236,0.419801,False,20D,-1,0.0007,-0.0007
1,IS_LIMIT_DOWN_LAG1,20D,-0.0005,-1.1309,0.258806,0.485261,False,20D,-1,0.001,-0.001
1,UPPER_SHADOW_RATIO,1D,-0.0025,-0.8256,0.409526,0.635471,False,20D,-1,0.0005,-0.0005
1,UPPER_SHADOW_RATIO,3D,-0.0027,-0.919,0.35869,0.576466,False,20D,-1,-0.0032,0.0032
1,UPPER_SHADOW_RATIO,5D,-0.0029,-0.9517,0.341867,0.569778,False,20D,-1,-0.0015,0.0015
1,UPPER_SHADOW_RATIO,10D,-0.005,-1.577,0.115636,0.28909,False,20D,-1,-0.0028,0.0028
1,UPPER_SHADOW_RATIO,20D,-0.0053,-1.7412,0.082457,0.254862,False,20D,-1,-0.0004,0.0004
1,LOWER_SHADOW_RATIO,1D,-0.0069,-2.5386,0.011532,0.05766,False,10D,-1,-0.0049,0.0049
1,LOWER_SHADOW_RATIO,3D,-0.0064,-2.3773,0.017936,0.080712,False,10D,-1,-0.0075,0.0075
1,LOWER_SHADOW_RATIO,5D,-0.0093,-3.7557,0.0002,0.00306,False,10D,-1,-0.0043,0.0043
1,LOWER_SHADOW_RATIO,10D,-0.0096,-3.4416,0.000643,0.007234,False,10D,-1,-0.0009,0.0009
1,LOWER_SHADOW_RATIO,20D,-0.0089,-2.7883,0.005567,0.035788,False,10D,-1,0.0014,-0.0014
1,ENTITY_RATIO,1D,0.0056,1.838,0.066854,0.231418,False,10D,1,0.0024,0.0024
1,ENTITY_RATIO,3D,0.0046,1.7272,0.084954,0.254862,False,10D,1,0.0038,0.0038
1,ENTITY_RATIO,5D,0.007,2.6615,0.008112,0.04563,False,10D,1,0.0016,0.0016
1,ENTITY_RATIO,10D,0.009,3.7512,0.000204,0.00306,False,10D,1,-0.0004,-0.0004
1,ENTITY_RATIO,20D,0.0089,3.1518,0.001752,0.015768,False,10D,1,-0.0026,-0.0026
1,INTRADAY_CLOSE_LOC,1D,-0.0148,-4.4456,1.2e-05,0.00054,False,1D,-1,-0.0034,0.0034
1,INTRADAY_CLOSE_LOC,3D,-0.0077,-2.2253,0.02665,0.109023,False,1D,-1,-0.0081,0.0081
1,INTRADAY_CLOSE_LOC,5D,-0.01,-2.919,0.003723,0.027923,False,1D,-1,0.0003,-0.0003
1,INTRADAY_CLOSE_LOC,10D,-0.0058,-1.6457,0.100655,0.26644,False,1D,-1,-0.0038,0.0038
1,INTRADAY_CLOSE_LOC,20D,-0.0009,-0.2727,0.785251,1.0,False,1D,-1,0.0004,-0.0004
1,LOG_CIRC_MV,1D,-0.0043,-0.5342,0.593494,0.834601,False,20D,-1,0.0033,-0.0033
1,LOG_CIRC_MV,3D,-0.0156,-1.2245,0.221532,0.433432,False,20D,-1,-0.0001,0.0001
1,LOG_CIRC_MV,5D,-0.0232,-1.3626,0.173834,0.398049,False,20D,-1,-0.0001,0.0001
1,LOG_CIRC_MV,10D,-0.035,-1.3257,0.185756,0.398049,False,20D,-1,0.0011,-0.0011
1,LOG_CIRC_MV,20D,-0.0618,-1.6577,0.098204,0.26644,False,20D,-1,-0.0079,0.0079
1,EFFICIENCY_RATIO_10,1D,-0.0031,-0.9523,0.341566,0.569778,False,20D,1,-0.0092,-0.0092
1,EFFICIENCY_RATIO_10,3D,0.0012,0.283,0.777298,1.0,False,20D,1,-0.0043,-0.0043
1,EFFICIENCY_RATIO_10,5D,0.0036,0.774,0.439409,0.659114,False,20D,1,-0.008,-0.008
1,EFFICIENCY_RATIO_10,10D,0.0097,1.9275,0.054692,0.205095,False,20D,1,0.0022,0.0022
1,EFFICIENCY_RATIO_10,20D,0.0093,1.3521,0.177177,0.398049,False,20D,1,0.0153,0.0153
1,AMIHUD_20,1D,0.0,0.0,1.0,1.0,False,20D,1,0.0,0.0
1,AMIHUD_20,3D,0.0,0.0,1.0,1.0,False,20D,1,0.0,0.0
1,AMIHUD_20,5D,0.0,0.0,1.0,1.0,False,20D,1,0.0,0.0
1,AMIHUD_20,10D,0.0,0.0,1.0,1.0,False,20D,1,0.0,0.0
1,AMIHUD_20,20D,0.0,0.0,1.0,1.0,False,20D,1,0.0,0.0
1,AMIHUD_20_LN,1D,0.0,0.0,1.0,1.0,False,20D,1,0.0,0.0
1,AMIHUD_20_LN,3D,0.0,0.0,1.0,1.0,False,20D,1,0.0,0.0
1,AMIHUD_20_LN,5D,0.0,0.0,1.0,1.0,False,20D,1,0.0,0.0
1,AMIHUD_20_LN,10D,0.0,0.0,1.0,1.0,False,20D,1,0.0,0.0
1,AMIHUD_20_LN,20D,0.0,0.0,1.0,1.0,False,20D,1,0.0,0.0
2,IS_LIMIT_DOWN_LAG1,1D,-0.0002,-0.7821,0.434659,0.651988,False,20D,-1,-0.0003,0.0003
2,IS_LIMIT_DOWN_LAG1,3D,-0.0004,-0.9533,0.341053,0.608732,False,20D,-1,0.0004,-0.0004
2,IS_LIMIT_DOWN_LAG1,5D,-0.0005,-0.9646,0.335355,0.608732,False,20D,-1,0.0006,-0.0006
2,IS_LIMIT_DOWN_LAG1,10D,-0.0001,-0.2932,0.769551,1.0,False,20D,-1,0.0009,-0.0009
2,IS_LIMIT_DOWN_LAG1,20D,-0.0001,-0.1047,0.916696,1.0,False,20D,-1,0.0005,-0.0005
2,UPPER_SHADOW_RATIO,1D,-0.0028,-0.9302,0.352845,0.608732,False,20D,-1,-0.007,0.007
2,UPPER_SHADOW_RATIO,3D,-0.0038,-1.2689,0.205263,0.461842,False,20D,-1,-0.0041,0.0041
2,UPPER_SHADOW_RATIO,5D,-0.0028,-0.9065,0.365239,0.608732,False,20D,-1,-0.0015,0.0015
2,UPPER_SHADOW_RATIO,10D,-0.0045,-1.3488,0.178209,0.461548,False,20D,-1,0.0019,-0.0019
2,UPPER_SHADOW_RATIO,20D,-0.0058,-1.7489,0.081118,0.331846,False,20D,-1,-0.0013,0.0013
2,LOWER_SHADOW_RATIO,1D,-0.0056,-1.8696,0.062311,0.311555,False,20D,-1,0.0068,-0.0068
2,LOWER_SHADOW_RATIO,3D,-0.0024,-0.8402,0.401348,0.622781,False,20D,-1,0.0077,-0.0077
2,LOWER_SHADOW_RATIO,5D,-0.0052,-2.0016,0.046048,0.311555,False,20D,-1,0.008,-0.008
2,LOWER_SHADOW_RATIO,10D,-0.0048,-1.6346,0.102977,0.33794,False,20D,-1,0.0062,-0.0062
2,LOWER_SHADOW_RATIO,20D,-0.0066,-1.905,0.057546,0.311555,False,20D,-1,-0.0015,0.0015
2,ENTITY_RATIO,1D,0.005,1.6958,0.090744,0.33794,False,20D,1,0.0016,0.0016
2,ENTITY_RATIO,3D,0.0013,0.4849,0.628033,0.911661,False,20D,1,-0.0035,-0.0035
2,ENTITY_RATIO,5D,0.0036,1.3042,0.192946,0.461548,False,20D,1,-0.0052,-0.0052
2,ENTITY_RATIO,10D,0.0039,1.4779,0.140261,0.420783,False,20D,1,-0.0061,-0.0061
2,ENTITY_RATIO,20D,0.0066,2.0464,0.041409,0.311555,False,20D,1,-0.0016,-0.0016
2,INTRADAY_CLOSE_LOC,1D,-0.0112,-3.3106,0.001021,0.045945,False,1D,-1,0.0004,-0.0004
2,INTRADAY_CLOSE_LOC,3D,-0.0084,-2.3504,0.019269,0.311555,False,1D,-1,0.0083,-0.0083
