fold_id,factor,horizon,train_mean_rank_ic,train_hac_t,train_hac_p,train_global_fdr_p,selected,selected_horizon,train_direction,validation_raw_rank_ic,validation_aligned_rank_ic
1,MIN_RATIO_30,1D,0.0106,2.3488,0.019394,0.927187,False,20D,1,0.0107,0.0107
1,MIN_RATIO_30,3D,0.0077,1.2112,0.226636,0.927187,False,20D,1,0.0147,0.0147
1,MIN_RATIO_30,5D,0.0036,0.4681,0.640018,0.927187,False,20D,1,0.013,0.013
1,MIN_RATIO_30,10D,0.0067,0.7037,0.4821,0.927187,False,20D,1,0.0117,0.0117
1,MIN_RATIO_30,20D,0.0106,0.7367,0.461784,0.927187,False,20D,1,0.0135,0.0135
1,MA_RATIO_30,1D,0.0096,1.878,0.061221,0.927187,False,20D,1,0.0019,0.0019
1,MA_RATIO_30,3D,0.0081,1.1007,0.271776,0.927187,False,20D,1,0.0061,0.0061
1,MA_RATIO_30,5D,0.0042,0.459,0.646497,0.927187,False,20D,1,0.0006,0.0006
1,MA_RATIO_30,10D,0.0062,0.5399,0.589631,0.927187,False,20D,1,-0.0028,-0.0028
1,MA_RATIO_30,20D,0.0085,0.6086,0.54321,0.927187,False,20D,1,-0.009,-0.009
1,ROC60,1D,-0.0015,-0.2719,0.785899,0.927187,False,20D,-1,0.0024,-0.0024
1,ROC60,3D,-0.0025,-0.3175,0.751067,0.927187,False,20D,-1,-0.0068,0.0068
1,ROC60,5D,-0.0032,-0.3141,0.753652,0.927187,False,20D,-1,-0.0111,0.0111
1,ROC60,10D,-0.0061,-0.4282,0.668784,0.927187,False,20D,-1,-0.0197,0.0197
1,ROC60,20D,-0.0152,-0.744,0.457442,0.927187,False,20D,-1,-0.0321,0.0321
1,MAX_RATIO_60,1D,-0.0019,-0.3398,0.734212,0.927187,False,20D,-1,-0.0096,0.0096
1,MAX_RATIO_60,3D,-0.005,-0.6129,0.540409,0.927187,False,20D,-1,-0.0072,0.0072
1,MAX_RATIO_60,5D,-0.0059,-0.5963,0.551377,0.927187,False,20D,-1,-0.0118,0.0118
1,MAX_RATIO_60,10D,-0.0045,-0.3402,0.733933,0.927187,False,20D,-1,-0.0152,0.0152
1,MAX_RATIO_60,20D,-0.0022,-0.1204,0.904229,0.927187,False,20D,-1,-0.0171,0.0171
1,MIN_RATIO_60,1D,0.0079,1.5882,0.113228,0.927187,False,20D,1,0.0042,0.0042
1,MIN_RATIO_60,3D,0.0073,1.0689,0.285939,0.927187,False,20D,1,0.0126,0.0126
1,MIN_RATIO_60,5D,0.0049,0.5881,0.556854,0.927187,False,20D,1,0.0146,0.0146
1,MIN_RATIO_60,10D,0.0022,0.1939,0.846413,0.927187,False,20D,1,0.0193,0.0193
1,MIN_RATIO_60,20D,0.0034,0.2066,0.836457,0.927187,False,20D,1,0.03,0.03
1,MA_RATIO_60,1D,0.004,0.7119,0.477036,0.927187,False,20D,1,-0.002,-0.002
1,MA_RATIO_60,3D,0.0028,0.3534,0.724018,0.927187,False,20D,1,0.0022,0.0022
1,MA_RATIO_60,5D,0.0013,0.1378,0.890495,0.927187,False,20D,1,0.0004,0.0004
1,MA_RATIO_60,10D,0.0043,0.3356,0.737386,0.927187,False,20D,1,0.0015,0.0015
1,MA_RATIO_60,20D,0.0109,0.6007,0.548452,0.927187,False,20D,1,0.008,0.008
1,ROC120,1D,0.0023,0.365,0.715418,0.927187,False,20D,-1,-0.0027,0.0027
1,ROC120,3D,0.0024,0.2686,0.788481,0.927187,False,20D,-1,-0.0135,0.0135
1,ROC120,5D,0.0036,0.2972,0.766554,0.927187,False,20D,-1,-0.021,0.021
1,ROC120,10D,-0.0028,-0.1458,0.884211,0.927187,False,20D,-1,-0.0224,0.0224
1,ROC120,20D,-0.0112,-0.3654,0.715099,0.927187,False,20D,-1,-0.03,0.03
1,MAX_RATIO_120,1D,-0.0066,-0.956,0.339969,0.927187,False,20D,1,-0.013,-0.013
1,MAX_RATIO_120,3D,-0.0054,-0.5269,0.598717,0.927187,False,20D,1,-0.014,-0.014
1,MAX_RATIO_120,5D,-0.005,-0.3842,0.701113,0.927187,False,20D,1,-0.0149,-0.0149
1,MAX_RATIO_120,10D,0.0009,0.0456,0.963677,0.963677,False,20D,1,-0.017,-0.017
1,MAX_RATIO_120,20D,0.006,0.227,0.820609,0.927187,False,20D,1,-0.0136,-0.0136
1,MIN_RATIO_120,1D,0.0083,1.5058,0.133348,0.927187,False,20D,1,0.0082,0.0082
1,MIN_RATIO_120,3D,0.0083,1.0972,0.273592,0.927187,False,20D,1,0.0192,0.0192
1,MIN_RATIO_120,5D,0.0057,0.615,0.539108,0.927187,False,20D,1,0.024,0.024
1,MIN_RATIO_120,10D,0.0048,0.347,0.728909,0.927187,False,20D,1,0.0242,0.0242
1,MIN_RATIO_120,20D,0.007,0.3006,0.763978,0.927187,False,20D,1,0.0363,0.0363
1,MA_RATIO_120,1D,0.0008,0.1149,0.908643,0.927187,False,20D,1,-0.0008,-0.0008
1,MA_RATIO_120,3D,0.0029,0.3078,0.758456,0.927187,False,20D,1,0.0082,0.0082
1,MA_RATIO_120,5D,0.0022,0.1822,0.855568,0.927187,False,20D,1,0.0123,0.0123
1,MA_RATIO_120,10D,0.0091,0.5018,0.616243,0.927187,False,20D,1,0.0158,0.0158
