fold_id,factor,horizon,train_mean_rank_ic,train_hac_t,train_hac_p,train_global_fdr_p,selected,selected_horizon,train_direction,validation_raw_rank_ic,validation_aligned_rank_ic
1,STD250,1D,-0.0298,-3.4606,0.000735,0.0304,False,20D,-1,-0.0265,0.0265
1,STD250,3D,-0.04,-3.1845,0.001824,0.0304,False,20D,-1,-0.0382,0.0382
1,STD250,5D,-0.0437,-2.8502,0.0051,0.051,False,20D,-1,-0.0458,0.0458
1,STD250,10D,-0.0487,-2.0628,0.041172,0.201323,False,20D,-1,-0.0518,0.0518
1,STD250,20D,-0.0647,-2.1407,0.034207,0.190039,False,20D,-1,-0.0663,0.0663
1,ATR_RATIO_5,1D,-0.0122,-2.66,0.008151,0.067925,False,1D,-1,-0.0178,0.0178
1,ATR_RATIO_5,3D,-0.0115,-1.6888,0.092092,0.3542,False,1D,-1,-0.0209,0.0209
1,ATR_RATIO_5,5D,-0.0071,-0.8457,0.398276,0.929744,False,1D,-1,-0.0221,0.0221
1,ATR_RATIO_5,10D,-0.0075,-0.7316,0.464872,0.929744,False,1D,-1,-0.0213,0.0213
1,ATR_RATIO_5,20D,-0.0161,-1.1034,0.270578,0.751606,False,1D,-1,-0.045,0.045
1,ATR_RATIO_20,1D,-0.0157,-2.9031,0.003924,0.04905,False,3D,-1,-0.0214,0.0214
1,ATR_RATIO_20,3D,-0.019,-2.5059,0.012658,0.079113,False,3D,-1,-0.0298,0.0298
1,ATR_RATIO_20,5D,-0.0167,-1.851,0.065,0.270833,False,3D,-1,-0.0334,0.0334
1,ATR_RATIO_20,10D,-0.0171,-1.3483,0.178417,0.557553,False,3D,-1,-0.0362,0.0362
1,ATR_RATIO_20,20D,-0.0247,-1.2147,0.225279,0.662585,False,3D,-1,-0.0536,0.0536
1,ATR_RATIO_60,1D,-0.0194,-3.1459,0.001813,0.0304,False,3D,-1,-0.023,0.023
1,ATR_RATIO_60,3D,-0.0233,-2.5548,0.011092,0.079113,True,3D,-1,-0.0305,0.0305
1,ATR_RATIO_60,5D,-0.022,-2.0194,0.044291,0.201323,False,3D,-1,-0.0359,0.0359
1,ATR_RATIO_60,10D,-0.0226,-1.5511,0.121876,0.435271,False,3D,-1,-0.0402,0.0402
1,ATR_RATIO_60,20D,-0.03,-1.4686,0.142944,0.47648,False,3D,-1,-0.0539,0.0539
1,ROC_STD_20,1D,-0.0021,-0.4345,0.664216,0.947131,False,20D,1,0.0017,0.0017
1,ROC_STD_20,3D,0.002,0.293,0.76972,0.947131,False,20D,1,0.0004,0.0004
1,ROC_STD_20,5D,0.0065,0.7408,0.459306,0.929744,False,20D,1,0.0057,0.0057
1,ROC_STD_20,10D,0.0062,0.5554,0.578978,0.947131,False,20D,1,0.0075,0.0075
1,ROC_STD_20,20D,0.0051,0.3465,0.729163,0.947131,False,20D,1,0.0106,0.0106
1,ROC_STD_60,1D,-0.0009,-0.165,0.869052,0.947131,False,20D,1,0.0056,0.0056
1,ROC_STD_60,3D,0.0007,0.099,0.921179,0.952903,False,20D,1,-0.0017,-0.0017
1,ROC_STD_60,5D,0.0017,0.1782,0.85871,0.947131,False,20D,1,-0.0042,-0.0042
1,ROC_STD_60,10D,0.0036,0.2589,0.795901,0.947131,False,20D,1,-0.0079,-0.0079
1,ROC_STD_60,20D,0.0031,0.1464,0.883688,0.947131,False,20D,1,-0.0181,-0.0181
1,ROC_STD_120,1D,0.0028,0.4704,0.638452,0.947131,False,20D,1,0.0045,0.0045
1,ROC_STD_120,3D,0.0043,0.4898,0.6247,0.947131,False,20D,1,-0.0022,-0.0022
1,ROC_STD_120,5D,0.006,0.5057,0.613498,0.947131,False,20D,1,-0.0051,-0.0051
1,ROC_STD_120,10D,0.0046,0.2349,0.814492,0.947131,False,20D,1,-0.0017,-0.0017
1,ROC_STD_120,20D,0.0015,0.0488,0.96112,0.96112,False,20D,1,-0.0017,-0.0017
1,ROC_STD_250,1D,0.0007,0.0832,0.933845,0.952903,False,20D,-1,0.0065,-0.0065
1,ROC_STD_250,3D,-0.0048,-0.3631,0.717157,0.947131,False,20D,-1,0.003,-0.003
1,ROC_STD_250,5D,-0.0095,-0.5231,0.601831,0.947131,False,20D,-1,0.002,-0.002
1,ROC_STD_250,10D,-0.0165,-0.6046,0.546553,0.947131,False,20D,-1,0.0067,-0.0067
1,ROC_STD_250,20D,-0.0231,-0.524,0.601178,0.947131,False,20D,-1,0.0072,-0.0072
1,MOM_ACC_20_60,1D,-0.0012,-0.2252,0.821957,0.947131,False,20D,-1,0.0059,-0.0059
1,MOM_ACC_20_60,3D,-0.006,-0.8051,0.421356,0.929744,False,20D,-1,0.0013,-0.0013
1,MOM_ACC_20_60,5D,-0.0072,-0.7773,0.437562,0.929744,False,20D,-1,-0.0011,0.0011
1,MOM_ACC_20_60,10D,-0.0123,-0.9245,0.355929,0.929744,False,20D,-1,-0.0085,0.0085
1,MOM_ACC_20_60,20D,-0.0179,-0.8645,0.387983,0.929744,False,20D,-1,-0.0312,0.0312
1,MOM_ACC_60_120,1D,0.0036,0.607,0.544386,0.947131,False,20D,-1,-0.0047,0.0047
1,MOM_ACC_60_120,3D,-0.0014,-0.1637,0.870124,0.947131,False,20D,-1,-0.0164,0.0164
1,MOM_ACC_60_120,5D,-0.0016,-0.1381,0.890303,0.947131,False,20D,-1,-0.0261,0.0261
1,MOM_ACC_60_120,10D,-0.006,-0.3284,0.742885,0.947131,False,20D,-1,-0.0334,0.0334
1,MOM_ACC_60_120,20D,-0.0114,-0.4202,0.674663,0.947131,False,20D,-1,-0.0493,0.0493
2,STD250,1D,-0.0326,-5.5944,0.0,0.0,False,20D,-1,-0.0032,0.0032
2,STD250,3D,-0.0421,-4.9406,1e-06,2.5e-05,False,20D,-1,-0.0047,0.0047
2,STD250,5D,-0.0471,-4.4721,1.2e-05,0.0002,False,20D,-1,-0.004,0.004
2,STD250,10D,-0.0483,-3.1621,0.001757,0.009761,False,20D,-1,0.0183,-0.0183
2,STD250,20D,-0.0616,-3.0739,0.002344,0.01172,True,20D,-1,0.0388,-0.0388
2,ATR_RATIO_5,1D,-0.0172,-3.6958,0.000252,0.0021,False,1D,-1,-0.0043,0.0043
2,ATR_RATIO_5,3D,-0.017,-2.5572,0.010942,0.043577,False,1D,-1,-0.0006,0.0006
2,ATR_RATIO_5,5D,-0.0146,-1.8463,0.065633,0.234404,False,1D,-1,0.0,-0.0
2,ATR_RATIO_5,10D,-0.0084,-0.787,0.431798,0.705906,False,1D,-1,0.0172,-0.0172
2,ATR_RATIO_5,20D,-0.0172,-1.0886,0.277004,0.679398,False,1D,-1,0.0269,-0.0269
2,ATR_RATIO_20,1D,-0.0193,-3.7477,0.000206,0.00206,False,3D,-1,-0.0059,0.0059
2,ATR_RATIO_20,3D,-0.0229,-3.1976,0.001503,0.009394,True,3D,-1,-0.0076,0.0076
2,ATR_RATIO_20,5D,-0.0221,-2.5449,0.01133,0.043577,False,3D,-1,-0.0065,0.0065
2,ATR_RATIO_20,10D,-0.0162,-1.2439,0.214291,0.565187,False,3D,-1,0.0093,-0.0093
2,ATR_RATIO_20,20D,-0.0198,-0.9758,0.329797,0.679398,False,3D,-1,0.0217,-0.0217
2,ATR_RATIO_60,1D,-0.0215,-4.1217,4.6e-05,0.000575,False,5D,-1,-0.0014,0.0014
2,ATR_RATIO_60,3D,-0.0244,-3.3017,0.001053,0.007521,False,5D,-1,-0.0036,0.0036
2,ATR_RATIO_60,5D,-0.0257,-2.8432,0.004709,0.021405,False,5D,-1,-0.0026,0.0026
2,ATR_RATIO_60,10D,-0.0222,-1.6647,0.096809,0.322697,False,5D,-1,0.0139,-0.0139
2,ATR_RATIO_60,20D,-0.0293,-1.4922,0.13648,0.4265,False,5D,-1,0.0318,-0.0318
2,ROC_STD_20,1D,-0.0038,-0.8056,0.420971,0.705906,False,20D,1,0.0018,0.0018
2,ROC_STD_20,3D,-0.0015,-0.2202,0.825845,0.93846,False,20D,1,0.0038,0.0038
2,ROC_STD_20,5D,0.0034,0.3973,0.691405,0.864256,False,20D,1,-0.0,-0.0
2,ROC_STD_20,10D,0.0038,0.3528,0.724464,0.865443,False,20D,1,0.004,0.004
2,ROC_STD_20,20D,0.0047,0.3264,0.744281,0.865443,False,20D,1,0.0047,0.0047
2,ROC_STD_60,1D,-0.0026,-0.4734,0.636218,0.837129,False,20D,-1,0.0061,-0.0061
2,ROC_STD_60,3D,-0.0045,-0.5935,0.553193,0.768324,False,20D,-1,0.0086,-0.0086
2,ROC_STD_60,5D,-0.0048,-0.491,0.623689,0.837129,False,20D,-1,0.004,-0.004
2,ROC_STD_60,10D,-0.0088,-0.6253,0.532145,0.760207,False,20D,-1,0.0084,-0.0084
2,ROC_STD_60,20D,-0.0137,-0.6656,0.506097,0.74426,False,20D,-1,0.0113,-0.0113
2,ROC_STD_120,1D,0.0009,0.1626,0.870928,0.947987,False,20D,-1,0.0115,-0.0115
2,ROC_STD_120,3D,0.0,0.0,0.999977,0.999977,False,20D,-1,0.0128,-0.0128
2,ROC_STD_120,5D,0.0009,0.0832,0.933721,0.969269,False,20D,-1,0.0106,-0.0106
2,ROC_STD_120,10D,-0.0011,-0.069,0.945044,0.969269,False,20D,-1,0.0201,-0.0201
2,ROC_STD_120,20D,-0.0039,-0.161,0.872148,0.947987,False,20D,-1,0.021,-0.021
2,ROC_STD_250,1D,-0.003,-0.4441,0.657382,0.842797,False,20D,-1,0.0216,-0.0216
2,ROC_STD_250,3D,-0.0092,-0.934,0.351206,0.679398,False,20D,-1,0.0278,-0.0278
2,ROC_STD_250,5D,-0.0124,-0.9686,0.333693,0.679398,False,20D,-1,0.026,-0.026
2,ROC_STD_250,10D,-0.0155,-0.8286,0.408103,0.705906,False,20D,-1,0.0422,-0.0422
2,ROC_STD_250,20D,-0.0201,-0.7319,0.464884,0.705906,False,20D,-1,0.0562,-0.0562
2,MOM_ACC_20_60,1D,-0.0017,-0.3277,0.743308,0.865443,False,20D,-1,0.0075,-0.0075
2,MOM_ACC_20_60,3D,-0.0073,-1.0368,0.300475,0.679398,False,20D,-1,0.0078,-0.0078
2,MOM_ACC_20_60,5D,-0.0084,-0.9294,0.353287,0.679398,False,20D,-1,0.003,-0.003
2,MOM_ACC_20_60,10D,-0.0165,-1.2426,0.214771,0.565187,False,20D,-1,0.0041,-0.0041
2,MOM_ACC_20_60,20D,-0.0259,-1.2517,0.211466,0.565187,False,20D,-1,0.0055,-0.0055
2,MOM_ACC_60_120,1D,0.0003,0.0629,0.949884,0.969269,False,20D,-1,0.0107,-0.0107
2,MOM_ACC_60_120,3D,-0.0056,-0.7299,0.465898,0.705906,False,20D,-1,0.0061,-0.0061
2,MOM_ACC_60_120,5D,-0.0073,-0.73,0.465852,0.705906,False,20D,-1,0.0013,-0.0013
2,MOM_ACC_60_120,10D,-0.0126,-0.812,0.417317,0.705906,False,20D,-1,-0.0012,0.0012
2,MOM_ACC_60_120,20D,-0.0218,-0.9764,0.329468,0.679398,False,20D,-1,-0.0045,0.0045
3,STD250,1D,-0.0207,-4.2403,2.8e-05,0.0014,False,5D,-1,-0.0084,0.0084
3,STD250,3D,-0.0256,-3.5269,0.000472,0.007867,False,5D,-1,-0.0131,0.0131
3,STD250,5D,-0.0275,-2.8875,0.004107,0.029336,True,5D,-1,-0.019,0.019
3,STD250,10D,-0.0206,-1.3899,0.165368,0.689033,False,5D,-1,-0.0278,0.0278
3,STD250,20D,-0.024,-1.032,0.302733,0.878233,False,5D,-1,-0.0314,0.0314
3,ATR_RATIO_5,1D,-0.0118,-2.4953,0.013013,0.081331,False,1D,-1,-0.0154,0.0154
3,ATR_RATIO_5,3D,-0.0128,-1.923,0.055227,0.251032,False,1D,-1,-0.0243,0.0243
3,ATR_RATIO_5,5D,-0.0112,-1.3418,0.180484,0.694169,False,1D,-1,-0.0285,0.0285
3,ATR_RATIO_5,10D,-0.0034,-0.2719,0.785821,0.913745,False,1D,-1,-0.0421,0.0421
3,ATR_RATIO_5,20D,-0.01,-0.5318,0.595187,0.878233,False,1D,-1,-0.0553,0.0553
3,ATR_RATIO_20,1D,-0.0164,-3.2979,0.001067,0.013338,False,3D,-1,-0.0152,0.0152
3,ATR_RATIO_20,3D,-0.0211,-2.9332,0.00356,0.029336,True,3D,-1,-0.0209,0.0209
3,ATR_RATIO_20,5D,-0.0204,-2.1994,0.028458,0.14229,False,3D,-1,-0.0277,0.0277
3,ATR_RATIO_20,10D,-0.0125,-0.8569,0.392059,0.878233,False,3D,-1,-0.0386,0.0386
3,ATR_RATIO_20,20D,-0.0147,-0.6537,0.513725,0.878233,False,3D,-1,-0.0439,0.0439
3,ATR_RATIO_60,1D,-0.0181,-3.6193,0.000336,0.007867,False,5D,-1,-0.0089,0.0089
3,ATR_RATIO_60,3D,-0.0217,-2.9173,0.003742,0.029336,False,5D,-1,-0.0122,0.0122
3,ATR_RATIO_60,5D,-0.0219,-2.2159,0.027297,0.14229,False,5D,-1,-0.0165,0.0165
3,ATR_RATIO_60,10D,-0.0155,-1.0231,0.306908,0.878233,False,5D,-1,-0.0228,0.0228
3,ATR_RATIO_60,20D,-0.0198,-0.8604,0.390137,0.878233,False,5D,-1,-0.0247,0.0247
