signal_date,entry_date,entry_price_type,earliest_exit_date,actual_exit_date,exit_delay_days,exit_attempt_count,exit_status,exit_price_type,requested_long_count,executed_long_count,rejected_long_count,long_gross_return,benchmark_return,long_excess_return,entry_commission,exit_commission,stamp_duty,slippage,total_cost,long_net_return,factor_diagnostic_spread,long_turnover,short_turnover,gross_turnover,long_equity_curve,bench_equity_curve
2021-03-25,2021-03-26,open,2021-03-29,2021-03-29,0,1,EXECUTED_ON_TIME,open,1,1,0,-0.0044463891717814175,0.01984640523865333,-0.024292794410434748,0.0003,0.0003,0.0005,0.0004,0.0015,-0.005946389171781417,0.0038161548594730643,1.0,1.0,1.0,0.9940536108282186,1.0198464052386533
2021-03-26,2021-03-29,open,2021-03-30,2021-03-30,0,1,EXECUTED_ON_TIME,open,1,1,0,-0.01594618858837138,-0.0018146323736510928,-0.014131556214720287,0.0,0.0,0.0,0.0,0.0,-0.01594618858837138,-0.053780138398104915,0.0,1.0,0.5,0.9782022444830003,1.0179957589355555
2021-03-29,2021-03-30,open,2021-03-31,2021-03-31,0,1,EXECUTED_ON_TIME,open,1,1,0,-0.011192766953718625,0.008497757825303598,-0.019690524779022223,0.0,0.0,0.0,0.0,0.0,-0.011192766953718625,-0.005219743639905294,0.0,1.0,0.5,0.9672534547268976,1.026646440362176
2021-03-30,2021-03-31,open,2021-04-01,2021-04-01,0,1,EXECUTED_ON_TIME,open,1,1,0,0.0044506766293583855,-0.005114875293701249,0.009565551923059634,0.0,0.0,0.0,0.0,0.0,0.0044506766293583855,-0.00871923195318125,0.0,1.0,0.5,0.9715583870725167,1.0213952718490011
2021-03-31,2021-04-01,open,2021-04-02,2021-04-02,0,1,EXECUTED_ON_TIME,open,1,1,0,-0.0037374958091589416,0.013818158964856497,-0.01755565477401544,0.0,0.0,0.0,0.0,0.0,-0.0037374958091589416,0.0013718455876443603,0.0,1.0,0.5,0.96792719167248,1.0355090740813635
2021-04-01,2021-04-02,open,2021-04-05,2021-04-05,0,1,EXECUTED_ON_TIME,open,1,1,0,-0.020873144142310007,0.0,-0.020873144142310007,0.0,0.0,0.0,0.0,0.0,-0.020873144142310007,-0.05128272111234233,0.0,1.0,0.5,0.947723507881439,1.0355090740813635
2021-04-02,2021-04-05,open,2021-04-06,2021-04-06,0,1,EXECUTED_ON_TIME,open,1,1,0,-0.019507443376551192,0.00951001539029872,-0.029017458766849913,0.0,0.0,0.0,0.0,0.0,-0.019507443376551192,0.009063964160711091,0.0,1.0,0.5,0.9292358452148154,1.0453567813126712
2021-04-05,2021-04-06,open,2021-04-07,2021-04-07,0,1,EXECUTED_ON_TIME,open,1,1,0,0.0017658686291055492,-0.0071416433658259,0.00890751199493145,0.0003,0.0003,0.0005,0.0004,0.0015,0.00026586862910554917,0.0010799297917720718,1.0,1.0,1.0,0.9294828998750984,1.0378912159904885
2021-04-06,2021-04-07,open,2021-04-08,2021-04-08,0,1,EXECUTED_ON_TIME,open,1,1,0,0.0016492639814249532,-0.01232929624230017,0.013978560223725123,0.0,0.0,0.0,0.0,0.0,0.0016492639814249532,0.017656452892215624,0.0,1.0,0.5,0.9310158625432128,1.0250947477212606
2021-04-07,2021-04-08,open,2021-04-09,2021-04-09,0,1,EXECUTED_ON_TIME,open,1,1,0,-0.012026800857020792,0.00428867114601994,-0.016315472003040732,0.0,0.0,0.0,0.0,0.0,-0.012026800857020792,-0.04714474985928696,0.0,1.0,0.5,0.9198187201696781,1.0294910419877494
2021-04-08,2021-04-09,open,2021-04-12,2021-04-12,0,1,EXECUTED_ON_TIME,open,1,1,0,0.008480639664947276,-0.014325960452874709,0.022806600117821985,0.0003,0.0003,0.0005,0.0004,0.0015,0.006980639664947276,0.0015884956514415904,1.0,1.0,1.0,0.9262396432122556,1.014742594033644
2021-04-09,2021-04-12,open,2021-04-13,2021-04-13,0,1,EXECUTED_ON_TIME,open,1,1,0,0.026879050239432045,-0.01535156602006904,0.042230616259501086,0.0,0.0,0.0,0.0,0.0,0.026879050239432045,0.028942528021076885,0.0,1.0,0.5,0.9511360851159114,0.9991647061079605
2021-04-12,2021-04-13,open,2021-04-14,2021-04-14,0,1,EXECUTED_ON_TIME,open,1,1,0,-0.005931146340556248,-0.0008325577138664775,-0.005098588626689771,0.0,0.0,0.0,0.0,0.0,-0.005931146340556248,-0.018854541384408785,0.0,1.0,0.5,0.9454947578053052,0.9983328438244672
2021-04-13,2021-04-14,open,2021-04-15,2021-04-15,0,1,EXECUTED_ON_TIME,open,1,1,0,-0.039034629166028956,0.004898006060231053,-0.04393263522626001,0.0,0.0,0.0,0.0,0.0,-0.039034629166028956,-0.015057285865444858,0.0,1.0,0.5,0.9085877205559508,1.0032226841436471
2021-04-14,2021-04-15,open,2021-04-16,2021-04-16,0,1,EXECUTED_ON_TIME,open,1,1,0,0.003561258733612238,-0.0006056447702272871,0.004166903503839525,0.0,0.0,0.0,0.0,0.0,0.003561258733612238,-0.03210630648771495,0.0,1.0,0.5,0.9118234365110336,1.0026150875716222
2021-04-15,2021-04-16,open,2021-04-19,2021-04-19,0,1,EXECUTED_ON_TIME,open,1,1,0,0.03131315640930543,-9.885441623547209e-05,0.031412010825540904,0.0,0.0,0.0,0.0,0.0,0.03131315640930543,0.020223539042535377,0.0,1.0,0.5,0.940375506396174,1.0025159746424315
2021-04-16,2021-04-19,open,2021-04-20,2021-04-20,0,1,EXECUTED_ON_TIME,open,1,1,0,0.00568249730008441,0.02000781651289696,-0.014325319212812548,0.0,0.0,0.0,0.0,0.0,0.00568249730008441,0.00769194398275419,0.0,1.0,0.5,0.9457191876723358,1.0225741303143252
2021-04-19,2021-04-20,open,2021-04-21,2021-04-21,0,1,EXECUTED_ON_TIME,open,1,1,0,-0.029872316847398328,-0.0020798392980660996,-0.02779247754933223,0.0,0.0,0.0,0.0,0.0,-0.029872316847398328,-0.03475341798400067,0.0,1.0,0.5,0.9174683644495236,1.0204473404529117
2021-04-20,2021-04-21,open,2021-04-22,2021-04-22,0,1,EXECUTED_ON_TIME,open,1,1,0,-0.023536990079958353,0.011678970731360039,-0.03521596081131839,0.0,0.0,0.0,0.0,0.0,-0.023536990079958353,-0.020336831568865343,0.0,1.0,0.5,0.8958739206567996,1.0323651150749555
2021-04-21,2021-04-22,open,2021-04-23,2021-04-23,0,1,EXECUTED_ON_TIME,open,1,1,0,0.012147657629526964,-0.004977044667088926,0.01712470229661589,0.0,0.0,0.0,0.0,0.0,0.012147657629526964,0.019706574490437334,0.0,1.0,0.5,0.9067566903241604,1.027226987784483
2021-04-22,2021-04-23,open,2021-04-26,2021-04-26,0,1,EXECUTED_ON_TIME,open,1,1,0,-0.02453158478895212,0.013317020467982221,-0.03784860525693434,0.0,0.0,0.0,0.0,0.0,-0.02453158478895212,-0.003616121270526018,0.0,1.0,0.5,0.8845125116925237,1.0409065906060728
2021-04-23,2021-04-26,open,2021-04-27,2021-04-27,0,1,EXECUTED_ON_TIME,open,1,1,0,-0.0405330794233586,-0.015504808018626304,-0.025028271404732294,0.0,0.0,0.0,0.0,0.0,-0.0405330794233586,-0.027063168492344025,0.0,1.0,0.5,0.8486604958051361,1.0247675337534028
2021-04-26,2021-04-27,open,2021-04-28,2021-04-28,0,1,EXECUTED_ON_TIME,open,1,1,0,0.01120090012960917,-0.000525741228158294,0.011726641357767464,0.0,0.0,0.0,0.0,0.0,0.01120090012960917,0.019218116917688932,0.0,1.0,0.5,0.8581662572625941,1.0242287712116305
2021-04-27,2021-04-28,open,2021-04-29,2021-04-29,0,1,EXECUTED_ON_TIME,open,1,1,0,-0.01999904452759571,0.010703052617741626,-0.030702097145337337,0.0,0.0,0.0,0.0,0.0,-0.01999904452759571,-0.04719777311109041,0.0,1.0,0.5,0.8410037520715193,1.0351911456425134
2021-04-28,2021-04-29,open,2021-04-30,2021-04-30,0,1,EXECUTED_ON_TIME,open,1,1,0,0.03499765163605639,0.005474740068794892,0.0295229115672615,0.0,0.0,0.0,0.0,0.0,0.03499765163605639,0.02431796211756354,0.0,1.0,0.5,0.8704369084111347,1.040858548086424
