,KMID,KLEN,KMID2,KUP,KLOW,KSFT,ROC5,MAX_RATIO_5,MIN_RATIO_5,MA_RATIO_5,ROC10,MAX_RATIO_10,MIN_RATIO_10,MA_RATIO_10,ROC20,MAX_RATIO_20,MIN_RATIO_20,MA_RATIO_20,ROC30,MAX_RATIO_30,MIN_RATIO_30,MA_RATIO_30,ROC60,MAX_RATIO_60,MIN_RATIO_60,MA_RATIO_60,ROC120,MAX_RATIO_120,MIN_RATIO_120,MA_RATIO_120,ROC250,MAX_RATIO_250,MIN_RATIO_250,MA_RATIO_250,STD5,STD10,STD20,STD30,STD60,STD120,STD250,ATR_RATIO_5,ATR_RATIO_20,ATR_RATIO_60,ROC_STD_20,ROC_STD_60,ROC_STD_120,ROC_STD_250,MOM_ACC_20_60,MOM_ACC_60_120,VMA_RATIO_5,VSTD_5,VMA_RATIO_10,VSTD_10,VMA_RATIO_20,VSTD_20,VMA_RATIO_60,VSTD_60,CORR_PV_5,WVMA_5,CORR_PV_10,WVMA_10,CORR_PV_20,WVMA_20,TURNOVER_SURGE_5,TURNOVER_SURGE_20,TURNOVER_STD_20,AMOUNT_RATIO_5_20,LIMIT_UP_SPACE,IS_LIMIT_UP_LAG1,IS_LIMIT_DOWN_LAG1,UPPER_SHADOW_RATIO,LOWER_SHADOW_RATIO,ENTITY_RATIO,INTRADAY_CLOSE_LOC,LOG_CIRC_MV,EFFICIENCY_RATIO_10,AMIHUD_20,AMIHUD_20_LN
KMID,1.0,0.042568075501468225,0.913153482906945,0.32850244136263296,-0.28963794095090456,-0.05745256969757943,-0.05361023361367568,0.06554363596015103,0.0045414414098044024,0.04296968340973835,0.010677859386037632,0.057757902119286386,0.01499923250765952,0.03465956973672926,-0.002769687350660831,0.004896605384161384,-0.014443786951362652,0.0030031216226160274,0.06467466536683518,0.010733883037263615,-0.014353413696743757,-0.011614600354748277,0.027507281250271784,-0.005453967173124686,-0.007999507584653303,-0.0037398328515297315,-0.0030337515221150126,0.0009888999513113553,-0.008903936060061575,0.008316609656899574,0.041325208348648806,-0.004462144474136681,-0.04540217806495779,-0.028056333327668267,-0.01963523778522925,0.02736188085537839,0.01943599549349413,0.014657584976412846,-0.019178717584337042,-0.008021819090669721,-0.02679518123854018,0.036691218602823025,0.0014539931892643358,-0.006404952130374034,0.005770151251970995,0.024268063854792705,-0.01378331564337637,0.04875968782234449,0.040984398778207295,-0.0075720424600338905,0.013433838586628572,-0.043170071558624096,0.009462226319041672,-0.041869437463818715,-0.025079329437236602,-0.010559094308668799,-0.005919411457384356,-0.022716082194365446,0.007339257053492213,0.06789934146345876,0.05248560678909446,0.04923231516771514,0.02082703907608925,0.005868817533252184,0.0,0.0,0.0,0.006805121104634076,0.008449496921950132,0.0,0.0,0.41118054051165026,-0.4248759478769759,0.02527816419762843,-0.050472755234830066,0.0,-0.010585157508439576,0.0,0.0
KLEN,0.042568075501468225,1.0,0.020682927022761016,0.4949833146108421,0.5254570891883814,-0.010894885735553979,0.027029380069386464,-0.06685482559287362,-0.02477316430550204,-0.058837372894121845,0.04577313738747317,-0.04643063897430469,-0.05972111224298959,-0.058935378369762946,0.03841587726942025,-0.04005515302854603,-0.03976705240495344,-0.05223336780854927,0.07112170173727954,-0.040932072522949975,-0.049872568840227664,-0.036996268773353186,0.018209393725405736,-0.05198729137285164,-0.018858345802216927,-0.04342025204653449,-0.008728347698068191,-0.026362338896704925,0.0024102948022209454,-0.025704317456732538,0.038356712084623955,-0.01568783562320663,-0.01348776660031024,-0.019901265168117258,-0.015431961356902894,0.005096630075524933,0.022193942655857918,0.011017158333890439,-0.024248221457054984,0.006617026606011645,-0.018845686644069815,0.33654145651246276,0.10437016206739588,-0.0028015994928175638,0.0414032744807361,0.01680600861149402,-0.008828212249921847,0.04131682430324994,0.07117577404579388,0.002875734217786878,-0.026549923255769697,-0.051134489041274614,-0.04081847392073174,-0.031768214617771996,-0.04917198514632224,0.007240937957838395,-0.0355748075730664,-0.06729769285084741,0.0031717399919085707,0.020208399058948688,0.033093818075942354,0.028090977166734536,0.07583645337584126,0.04646009563361062,0.0,0.0,0.0,0.0038993903649563806,0.035122597108859684,0.0,0.0,0.10626794535685408,0.09625424665441727,-0.3116309822859345,-0.0019878145732933113,0.0,-0.05686129515053323,0.0,0.0
KMID2,0.913153482906945,0.020682927022761016,1.0,0.2994068955937102,-0.27235107230358313,-0.045953018547450444,-0.04090807783989992,0.06840517856746638,0.018867093791921676,0.06017733885568683,0.027970128652503114,0.04834076892023227,0.009654546929819405,0.029337266808201767,-0.006659588443797001,0.0025089442258642122,-0.004098552616096053,-0.00265948055203614,0.046744490257021855,0.024190016926827235,-0.0056325717368382435,0.0032534282841387746,0.008885054625691467,0.007751209949054236,0.010000090763237116,0.017515487874237578,-0.009872927523708733,0.017116805850910768,0.006358173937915065,0.027679342411240523,0.04496387193966235,0.010378947568652324,-0.03780686693298144,-0.01519784221143202,-0.05154998097966933,0.015419107315631871,0.016812685564621174,0.0031288191825392967,-0.00016753120401396832,0.02540543781936891,-0.006863528443484369,0.025513621293169513,-6.196695067191022e-05,0.024363778496823765,-0.00012231789596291173,0.00499246905796658,-0.02109608732607281,0.05044047745406264,0.02436018088578544,-0.02217651437604021,-0.006574326703016729,-0.0410867256817815,-0.007838134195166099,-0.02076381614151134,-0.04383588617801648,0.007055179604226199,-0.021425336582642136,-0.0007094029742390461,0.004309475842673689,0.035202567469232164,0.047755345862770124,0.04585798522741908,0.035160549200367305,0.01026951964674204,0.0,0.0,0.0,0.011415316911024287,0.01454115814311215,0.0,0.0,0.4149137043663063,-0.4166284672560827,0.049664752165852005,-0.03914842848730654,0.0,0.009150311299091241,0.0,0.0
KUP,0.32850244136263296,0.4949833146108421,0.2994068955937102,1.0,-0.09912181865990762,-0.549150866151487,-0.030422649403606655,-0.00752870112914363,0.00923561639263046,0.005722644407621475,-0.004384236750569119,0.022021737894808806,0.004614249466558814,0.024702320652514743,0.006086440970931611,-0.013215902359130699,0.01675121737765178,-0.0037155142113632074,0.037208101110051635,0.0022582450013938285,0.015330180989317613,0.008409058613243493,0.005554958834512189,-0.005098192485768682,0.0031651639832159933,-0.010579376945919485,0.007288038554596896,-0.014621662489128343,-0.007371654884654214,-0.012608827738941003,0.04188756480197265,0.008625717755010183,-0.05211949761559067,-0.016304256100027396,-0.01334364373536228,0.005894251758108168,0.023582916749064646,-0.03377888845927592,-0.023787901698444986,-0.015954812654223983,-0.004405261733660469,0.19703046120224768,0.0824648075862852,0.001069513063916489,0.005481454869938735,0.000184107965357921,0.0001389777068352979,0.059463809937038835,0.03756167383953429,0.011894994707427678,0.027563068861541508,-0.04249543427819215,-0.0030077264122282325,0.004061351016578169,-0.022541238300583532,0.014085395748370443,-0.020436796513489005,-0.053075159667210894,0.008377442866568047,0.0462346933100248,0.05715690500810822,0.02775686188180962,0.05448137893611989,0.023895785924055925,0.0,0.0,0.0,0.0316287827106666,0.010100435863035714,0.0,0.0,0.7299566239288658,-0.4965723676161827,-0.3404748989089024,-0.5392569422112854,0.0,-0.07670206349968706,0.0,0.0
KLOW,-0.28963794095090456,0.5254570891883814,-0.27235107230358313,-0.09912181865990762,1.0,0.5174344084873645,0.06493207009495172,-0.07462414720896554,-0.03932955410338463,-0.05801666256492027,0.04540162260494924,-0.06267577115879927,-0.06323624682515239,-0.06874519629897356,0.008246271168667718,-0.03169743902085002,0.0038721291981475285,-0.012704062913650992,0.03139468684044331,-0.03552280077860256,-0.01671974874137966,-0.012792674310428848,0.007424517844099429,-0.0476902473825701,0.008192235622763533,-0.014251220272796239,-0.05406846019060836,0.008912906019991788,0.021274101900002205,0.009827663363469871,0.033858454641679074,0.0029962818084053456,0.019661088250993265,0.02759801611527845,-0.016062209339467025,2.2513307666233696e-05,0.043291398332703075,0.011017386962584983,0.00839068606885104,0.004599765635103897,-0.05001302017645272,0.21121700251621034,0.0697223157510818,0.025392737709766806,0.009361309221823442,0.007760198560859639,-0.04613399148253976,0.02547658776549213,0.017882175960209176,-0.017964675209760656,-0.07472257204856282,-0.031755264103532306,-0.041506762069036966,-0.008636268411165732,-0.03197437215530867,-0.02055408472405215,-0.036759827847942156,-0.03185752593292046,-0.03391707389675639,-0.023535005724972205,-0.02732771337396207,-0.005374358621137267,0.02393655736508364,0.06529109845077845,0.0,0.0,0.0,-0.03255261646750609,0.010064068957242942,0.0,0.0,-0.462235525193468,0.6867889200007378,-0.3213834248389638,0.5122149767124462,0.0,-0.020297301908664297,0.0,0.0
KSFT,-0.05745256969757943,-0.010894885735553979,-0.045953018547450444,-0.549150866151487,0.5174344084873645,1.0,0.028223624798468,0.0037641916868186866,-0.013696826882605172,-0.010024121009813649,0.030913848535584834,-0.030263362601054562,-0.014523142253760848,-0.03176347130029505,0.017938936388272063,-0.014984299822574773,-0.017626681998291652,-0.008869320804738876,0.02676763007075024,-0.023221933685395685,-0.010157081809049938,-0.03193022883960188,0.011316265453281668,-0.03777189819758023,0.007328885087513234,-0.010311399909034074,-0.0540363235728437,0.04249597817160357,0.022020492044973156,0.02897529426896939,0.034597814668549984,-0.0007804432494981844,-0.01440690851788468,0.006438882492224821,0.01148071195995681,0.005663346841564887,0.00012771916574138263,0.0049830643076251065,0.0019052447175222057,-0.00014527002375557,-0.042089276874362674,-0.007009086260032384,-0.023250606321255442,0.007332976996654872,0.017382396007551086,0.01576289807534652,-0.05188845473736526,0.03096482281573637,0.00985289343431021,-0.032111904330426766,-0.06124710404268191,-0.00461036923907474,-0.022172149366824444,-0.0010219535777923202,-0.017111859662911552,0.0009229480408929936,-0.01003218153580549,-0.004767538239137089,-0.04622026856717815,-0.02719039849097034,-0.049882303775190824,-0.023526786721312646,-0.014095939239571868,0.01783792019741512,0.0,0.0,0.0,-0.029534475883481272,0.0038643665466715042,0.0,0.0,-0.7158763067546664,0.7109189712774844,-0.009034656596572144,0.9393057856087196,0.0,0.03361602907501563,0.0,0.0
ROC5,-0.05361023361367568,0.027029380069386464,-0.04090807783989992,-0.030422649403606655,0.06493207009495172,0.028223624798468,1.0,-0.6551181416714388,-0.6216940808675745,-0.7069009475940901,0.5803481101585691,-0.775939536552624,-0.7409048147822169,-0.840724791986042,0.41357235765874506,-0.6654331606327526,-0.6044339664233532,-0.6762027250981094,0.3691326526285829,-0.5962429056199633,-0.5284692040334261,-0.5819965151973969,0.30641987264952447,-0.4508024959195235,-0.4189641913863587,-0.41516081724050397,0.14043785454055643,-0.29632907123528296,-0.2871880956425526,-0.2941820834092607,0.13699376319260004,-0.24475775153283394,-0.20117823060621698,-0.2108783118272553,-0.018987021317935893,-0.020685057468639776,-0.05390749914197119,-0.055090901684968545,-0.09039889108970593,-0.058352211858165755,-0.0369518580588317,-0.02972461227201822,-0.3089540089740437,-0.37676129379959533,0.4246717526688676,0.3007363567786705,0.14225387983676363,0.13615051033673975,0.12690832734798702,-0.026150506183451303,-0.009041069040158028,-0.007022793363661596,0.02141209017840897,-0.004329384538213629,0.031245373573247335,-0.008269682388540778,0.018855912656338323,0.04140350436315249,-0.060456149816082466,-0.0894651768719219,-0.023281306534760553,-0.11359815744428543,0.018236500348942246,-0.10883404378344212,0.0,0.0,0.0,0.02887373155793716,-0.3418716868822119,0.0,0.0,-0.02804909050275752,0.054398870442468154,0.002962961384797567,0.026736778460460225,0.0,0.03288657995163016,0.0,0.0
MAX_RATIO_5,0.06554363596015103,-0.06685482559287362,0.06840517856746638,-0.00752870112914363,-0.07462414720896554,0.0037641916868186866,-0.6551181416714388,1.0,0.6739040578052804,0.8609185650688345,-0.40945462596900634,0.7301628314650273,0.5693997526517482,0.6802306321306929,-0.29442352146180234,0.5422011232280939,0.4766126944472624,0.5057929573331111,-0.24398021435857314,0.48261700031937366,0.3852624703999822,0.43055855214321437,-0.19757501475437764,0.3647376550690171,0.32900507177351235,0.29920611051210333,-0.0751332096528866,0.2101731840139308,0.196620514914035,0.2049600375763332,-0.03388149461306793,0.17922449866849333,0.10569476270241021,0.08902338547218595,0.1669668835106029,0.11920136987614934,0.09577851694392153,0.08335334874411801,0.08549672880652144,0.020310322651457505,0.0066570305295366675,0.10351078516341576,0.25193265856779073,0.28123624311326595,-0.29466850926345917,-0.19355143811638467,-0.07766178854180442,-0.0320440146172379,-0.0715925015189241,0.05161612197845447,-0.01114665126993214,0.010204768987843048,-0.03673552980194413,-0.008355840408344702,-0.06253528914546662,0.006593875213875952,-0.04679053283280415,0.005415975201195925,0.0522059081037166,0.21144496223642087,0.04265768886750314,0.17885617963843206,-0.025432534135921267,0.14449806598668186,0.0,0.0,0.0,-0.0006487802553001587,0.5804521915911174,0.0,0.0,0.004240905608447416,0.0008213495820959195,-0.0014057470591251238,0.013315641771146573,0.0,0.008298488665328979,0.0,0.0
MIN_RATIO_5,0.0045414414098044024,-0.02477316430550204,0.018867093791921676,0.00923561639263046,-0.03932955410338463,-0.013696826882605172,-0.6216940808675745,0.6739040578052804,1.0,0.8316718914639474,-0.4526521076976961,0.6176324212640875,0.6723443003579374,0.6667279477240302,-0.3363950010508228,0.5162527639113298,0.5244579237723731,0.5102866204679177,-0.3042520173789693,0.464624695615092,0.4442479514974909,0.46677853914412387,-0.26919345167032865,0.3550318344042032,0.3417682112393128,0.328798097885646,-0.13081942464322005,0.23095009757990867,0.25648986753016706,0.2565834775602276,-0.12922712660902616,0.20126678272855272,0.18802386993636644,0.16182178900380778,-0.10718296112705203,-0.12669478725079567,-0.09351907036334496,-0.07747578810570499,-0.03195553623546987,-0.03675935825134697,-0.04836198664864727,-0.0038182082013318032,0.2049910051922084,0.27297856491635886,-0.3508119231603243,-0.2653450762967835,-0.1386649977227273,-0.12333931693297921,-0.09687751762568048,-0.008652536273216166,-0.04755164962181657,-0.03492280786730418,-0.07093566796614945,-0.048063301802880376,-0.06837581464509843,-0.04884031983956563,-0.0534283867246458,-0.09115504274065066,0.04714809412212142,-0.06218698392930897,0.01876465285809411,-0.03269963333172897,-0.06420190689706268,-0.013378756127631328,0.0,0.0,0.0,-0.01042979019123588,0.579580633334875,0.0,0.0,0.0008923976814614438,-0.001321093640731402,-0.0019049933194511494,-0.010196206365293324,0.0,-0.006296846631997276,0.0,0.0
MA_RATIO_5,0.04296968340973835,-0.058837372894121845,0.06017733885568683,0.005722644407621475,-0.05801666256492027,-0.010024121009813649,-0.7069009475940901,0.8609185650688345,0.8316718914639474,1.0,-0.4860468972542023,0.7448649604029465,0.6561992381308586,0.7642015744591282,-0.36914959449572443,0.6002699558891761,0.550693313331113,0.5735204114008893,-0.32841016273969215,0.5393328118025011,0.467641946283631,0.5160531316099709,-0.2754430881625245,0.41037245041982295,0.38957355090895474,0.37249464955475137,-0.12951981609092567,0.2703590607078842,0.2735874301198629,0.2808354203312455,-0.12507779900700056,0.24111050419664223,0.20191626457752523,0.17900054657696426,0.047966075304479404,0.03745615027936282,0.027731385033282017,0.030789477869327612,0.0609005677054949,0.04958222975119547,0.026853915959869166,0.06473329873649111,0.2648484592629274,0.32924138310047446,-0.3713934567002989,-0.2723674570239089,-0.13288097466893667,-0.12116773393679053,-0.11183371723546448,0.005592795805387386,-0.04218076694304481,0.0005419681469276757,-0.061611344736572066,-0.019163436487881543,-0.0783505402640095,0.0015912443191232382,-0.067435261405732,-0.025622150657176795,0.06245355170279211,0.1156777088459448,0.028236947917453563,0.11241761146827547,-0.03851603193809624,0.08231304355601679,0.0,0.0,0.0,-0.00031273723829021205,0.5962745908756393,0.0,0.0,0.009538001297077202,0.008473742399107581,-0.010496749586914676,-0.0038829048074894286,0.0,-0.006699044406913705,0.0,0.0
